-4.998874451622919324e+00,4.727671430051504586e+00,0.000000000000000000e+00
3.280980164418858092e+00,1.135719744099867690e+01,0.000000000000000000e+00
-3.989307577792735593e+00,-7.472125124436091781e+00,0.000000000000000000e+00
-2.845588117474840750e+00,-1.110207598677712149e+01,0.000000000000000000e+00
-4.736524057786282604e+00,-9.232347813516641466e+00,0.000000000000000000e+00
-2.997596049424991360e+00,1.045323111011670036e+01,0.000000000000000000e+00
-7.808569372236178197e+00,6.841137640119772101e+00,0.000000000000000000e+00
4.719962553632155000e+00,-5.946625096098887120e+00,0.000000000000000000e+00
-8.270798405113193752e+00,1.027792682624399490e+01,0.000000000000000000e+00
4.232628995836200114e-01,-1.335784821899873975e+01,0.000000000000000000e+00
4.893887192102374328e+00,5.486359338973567645e+00,0.000000000000000000e+00
1.953078035901100407e+00,-1.100069524628494300e+01,0.000000000000000000e+00
-9.639984273015738125e+00,-2.957480661280089684e+00,0.000000000000000000e+00
-9.937439807849466789e+00,-8.269310082917247229e+00,0.000000000000000000e+00
2.204734939814951833e+00,-6.357260901975879008e+00,0.000000000000000000e+00
1.274217189544729223e+01,1.841748008125298375e+00,0.000000000000000000e+00
5.672242663876837732e+00,2.330635774766193880e+00,0.000000000000000000e+00
-7.338456675417745600e+00,1.882312145323686847e+00,0.000000000000000000e+00
-6.947515164920790021e+00,-3.658284293516441021e+00,0.000000000000000000e+00
7.088187308453501423e+00,6.263413958397093140e+00,0.000000000000000000e+00
-1.039295836199625001e+01,-2.962603920087568010e+00,0.000000000000000000e+00
5.002046571685252019e+00,-3.644062366457090807e+00,0.000000000000000000e+00
8.067419960052502503e+00,-8.443685884446271217e+00,0.000000000000000000e+00
1.549263958387518736e+00,1.360545642744239636e+01,0.000000000000000000e+00
-1.010119265227723773e+01,-2.928519634527351201e+00,0.000000000000000000e+00
4.048415111200645455e+00,1.042218191509591740e+01,0.000000000000000000e+00
-5.880502261005368103e-01,-9.966963114333513118e+00,0.000000000000000000e+00
-9.471879751092165733e+00,7.246321559295248349e+00,0.000000000000000000e+00
-5.527486155535233259e+00,-4.540557681865953654e+00,0.000000000000000000e+00
4.659675372099115087e+00,8.202590460146153006e+00,0.000000000000000000e+00
1.269023913615559707e+01,-5.416295582522442587e+00,0.000000000000000000e+00
-2.724914602202719749e+00,1.086205270915533028e+01,0.000000000000000000e+00
3.492062621369136366e+00,4.941165814379694154e+00,0.000000000000000000e+00
-1.136297094437039767e+01,-4.418309032965443528e+00,0.000000000000000000e+00
-6.610445400535019722e+00,-4.723850967144393564e+00,0.000000000000000000e+00
2.945875049475957130e+00,5.421645755190175997e+00,0.000000000000000000e+00
8.441152467024686246e+00,-5.733949763032617497e+00,0.000000000000000000e+00
-5.337748568820175343e+00,-2.894641349143626474e+00,0.000000000000000000e+00
-5.638657441343185361e+00,6.371912940018310323e+00,0.000000000000000000e+00
5.219543579234116493e+00,8.655948521272765817e+00,0.000000000000000000e+00
1.137404405700222121e+01,-7.990877338269509744e-01,0.000000000000000000e+00
-1.102521847936960953e+01,-4.463209620181475934e+00,0.000000000000000000e+00
-4.426607752755420400e+00,-1.107485746787114422e+01,0.000000000000000000e+00
8.947435686205526650e+00,-2.652579411969618217e+00,0.000000000000000000e+00
-5.804551086860440634e+00,1.651285937035928297e+00,0.000000000000000000e+00
8.022634490760131243e+00,-3.328905071455355191e+00,0.000000000000000000e+00
9.797034373218822978e+00,-2.398353279354699996e+00,0.000000000000000000e+00
4.101084418772985352e+00,-7.770073879622331425e+00,0.000000000000000000e+00
-1.097037941212336420e+01,2.691560463736894171e+00,0.000000000000000000e+00
-8.493626604162708205e+00,4.028866188921357505e+00,0.000000000000000000e+00
-1.808727426346540934e+00,6.373654750199562180e+00,0.000000000000000000e+00
-1.134703599947220809e+00,1.372231898814027851e+01,0.000000000000000000e+00
-9.244121242406452055e+00,-5.781992459050565358e+00,0.000000000000000000e+00
-5.759426131918345071e+00,7.205510239047915988e+00,0.000000000000000000e+00
3.771520479958048622e+00,8.565896745900721143e+00,0.000000000000000000e+00
-4.727725223740230076e-01,8.226683007907888978e+00,0.000000000000000000e+00
-1.308436146490704033e+01,2.159635187474379103e-01,0.000000000000000000e+00
1.316991133438216721e+01,-8.577077144100451189e-01,0.000000000000000000e+00
3.762476688091432209e+00,6.329839531959273735e+00,0.000000000000000000e+00
1.168475182553070368e+00,7.772573409341900330e+00,0.000000000000000000e+00
-1.152090613329429480e+01,-9.232442486441853058e-01,0.000000000000000000e+00
4.893098057671737777e+00,7.230378368552453416e+00,0.000000000000000000e+00
4.147691247562475425e+00,-4.945226037571873512e+00,0.000000000000000000e+00
-7.615234893199520627e-01,-1.065069682138725682e+01,0.000000000000000000e+00
4.593746251898513044e+00,-3.971878474045261065e+00,0.000000000000000000e+00
8.332067227771284834e+00,-1.081294914826669462e+01,0.000000000000000000e+00
-1.281878411831117059e+00,6.151739151774008540e+00,0.000000000000000000e+00
1.549020274643722273e+00,8.475746236493849395e+00,0.000000000000000000e+00
-1.312835432164462723e+01,2.895890781775360079e+00,0.000000000000000000e+00
-6.879674869024260175e+00,-6.005871464642620339e+00,0.000000000000000000e+00
7.120206196569053958e+00,4.267492581920733663e+00,0.000000000000000000e+00
-3.676623883394837478e+00,-8.327347687527096198e+00,0.000000000000000000e+00
9.950339284853116695e+00,-1.780878495316860821e+00,0.000000000000000000e+00
-1.044089542954608696e+01,-3.512136861383201580e+00,0.000000000000000000e+00
-7.587104265706257067e+00,3.587490533294854345e+00,0.000000000000000000e+00
6.643156192343808719e+00,7.106449819699371950e+00,0.000000000000000000e+00
7.477250685200753644e+00,-2.444484379289254328e+00,0.000000000000000000e+00
4.528212169753472516e+00,8.752891696925013676e+00,0.000000000000000000e+00
-5.910210499914843041e+00,-3.866998159937307111e+00,0.000000000000000000e+00
1.096992004135587395e+00,-1.000681800365598662e+01,0.000000000000000000e+00
1.151043259372304028e+01,-3.110479095656271564e+00,0.000000000000000000e+00
8.994094857683874622e+00,-1.028508523539741981e+00,0.000000000000000000e+00
4.575858771396155156e+00,-4.844852238217020712e+00,0.000000000000000000e+00
